gene,cluster
12945_04104,group_8226
12945_04105,mcpH_2
12945_04106,group_1028
12945_04107,group_8364
12945_04108,glcB
12945_04109,group_9767
12945_04110,group_3123
12945_04111,group_9945
12945_04112,group_1029
12945_04113,group_2287
12945_04114,czcA_4
12945_04115,group_8390
12945_04116,group_9258
12945_04117,csrD_3
12945_04118,group_2288
12945_04119,group_1728
12945_04120,group_3124
12945_04121,group_2299
12945_04122,ykoD
12945_04123,cirA_10
12945_04124,menF
12945_04125,group_1729
12945_04126,yhhQ
12945_04127,group_8988
12945_04128,group_8655
12945_04129,pgrR_6
12945_04130,group_3894
12945_04131,acrA
12945_04132,acrB
12945_04133,mtnC
12945_04134,group_3126
12945_04135,group_1730
12945_04136,lafU
12945_04137,lafT
12945_04138,lafS
12945_04139,lafL
12945_04140,group_752
12945_04141,group_3127
12945_04142,fliS_2
12945_04143,fliD_2
12945_04144,hag_3
12945_04145,group_2289
12945_04146,flgL_2
12945_04147,flgK_2
12945_04148,group_3898
12945_04149,flgI_2
12945_04150,flgH_2
12945_04151,flgG_2
12945_04152,flgF_2
12945_04153,flgE_2
12945_04154,flgD_2
12945_04155,flgC_2
12945_04156,flgB_2
12945_04157,group_1030
12945_04158,group_3906
12945_04159,group_3129
12945_04160,group_2290
12945_04161,fliI_2
12945_04162,group_3908
12945_04163,fliG_2
12945_04164,fliF_2
12945_04165,fliE_2
12945_04166,vnfA
12945_04167,group_3913
12945_04168,group_3914
12945_04169,fliN_2
12945_04170,fliP_2
12945_04171,group_3917
12945_04172,group_3918
12945_04173,flhB_2
12945_04174,flhA_2
12945_04175,pbpG
12945_04176,group_221
12945_04177,group_1180
12945_04178,nimR_3
12945_04179,group_2291
12945_04180,group_669
12945_04181,group_3131
12945_04182,ytrA
12945_04183,caeA
12945_04184,natA
12945_04185,natB
12945_04186,mog
12945_04187,group_1734
12945_04188,mepS
12945_04189,group_828
12945_04190,group_829
12945_04191,group_1058
12945_04192,group_222
12945_04193,pepO_3
12945_04194,group_1422
12945_04195,gor
12945_04196,group_830
12945_04197,group_1031
12945_04198,prlC
12945_04199,group_8301
12945_04200,group_9766
12945_04201,dmlR_15
12945_04202,qorB
12945_04203,group_9327
12945_04204,cckA
12945_04205,zraR_4
12945_04206,tupA
12945_04207,tupB
12945_04208,ecfA1
12945_04209,mobA
12945_04210,moeA_2
12945_04211,moaA_2
12945_04212,group_10107
12945_04213,mutM
12945_04214,arnT
12945_04215,group_2292
12945_04216,rgtE
12945_04217,group_831
12945_04218,group_1738
12945_04219,coaD
12945_04220,group_1181
12945_04221,group_3920
12945_04222,group_3921
12945_04223,group_3922
12945_04224,group_4958
12945_04225,pglJ
12945_04226,group_3139
12945_04227,rfaQ
12945_04228,kdkA
12945_04229,waaA
12945_04230,group_8967
12945_04231,kbl
12945_04232,tdh
12945_04233,glpE_2
12945_04234,glpG_2
12945_04235,elbB
12945_04236,polA
12945_04237,engB
12945_04238,cc4
12945_04239,group_3140
12945_04240,group_8421
12945_04241,yihI
12945_04242,group_10030
12945_04243,group_3141
12945_04244,add2
12945_04245,group_10052
12945_04246,pldB
12945_04247,pdeB_4
12945_04248,group_1183
12945_04249,group_8434
12945_04250,group_9751
12945_04251,menB_2
12945_04252,group_1741
12945_04253,glmS_2
12945_04254,srlR_2
12945_04255,bfrD_2
12945_04256,glmU
12945_04257,atpC
12945_04258,atpD
12945_04259,atpG
12945_04260,atpA
12945_04261,atpH
12945_04262,atpF
12945_04263,atpE
12945_04264,atpB
12945_04265,group_3145
12945_04266,parB
12945_04267,parA
12945_04268,rsmG
12945_04269,mnmG
12945_04270,cysJ_3
12945_04271,group_1184
12945_04272,uvrA_2
12945_04273,group_518
12945_04274,higB-1
12945_04275,higA-1
12945_04276,group_3927
12945_04277,group_3928
12945_04278,group_3929
12945_04279,group_3930
12945_04280,group_3931
12945_04281,group_3932
12945_04282,group_3933
12945_04283,group_3149
12945_04284,group_3934
12945_04285,group_3935
12945_04286,bin3
12945_04287,group_3936
12945_04288,group_3937
12945_04289,group_3938
12945_04290,group_3939
12945_04291,group_3940
12945_04292,group_3941
12945_04293,group_3942
12945_04294,group_3943
12945_04295,group_3944
12945_04296,group_3150
12945_04297,group_3151
12945_04298,group_3152
12945_04299,cirA_11
12945_04300,merR1_2
12945_04301,cdhR_2
12945_04302,group_3948
12945_04303,group_3949
12945_04304,xerC_3
12945_04305,mnmE_2
12945_04306,yidC
12945_04307,rnpA
12945_04308,rpmH
12945_04310,group_80
12945_04311,group_3950
12945_04313,hcpA_3
12945_04314,group_244
12945_04315,group_2298
12945_04316,group_925
150735_00094,group_3951
150735_00095,group_3952
150735_00096,group_3953
150735_00102,emrY
150735_00103,emrK
150735_00104,group_3955
150735_00219,group_2280
150735_00262,group_3956
150735_00266,group_3957
150735_00294,yxeP_2
150735_00343,group_1429
150735_00386,group_673
150735_00414,group_2252
150735_00415,group_3958
150735_00416,hin_1
150735_00417,group_3960
150735_00418,group_3961
150735_00426,group_1019
150735_00453,group_202
150735_00460,group_2301
150735_00555,group_3962
150735_00570,group_3963
150735_00571,group_28
150735_00593,mtnN_2
150735_00598,group_3964
150735_00634,group_3155
150735_00664,group_1170
150735_00668,group_659
150735_00672,group_2303
150735_00673,group_447
150735_00674,group_3965
150735_00675,group_302
150735_00676,group_3966
150735_00678,group_1744
150735_00688,group_5723
150735_00689,group_1430
150735_00691,group_307
150735_00708,group_1745
150735_00711,group_2214
150735_00749,group_3967
150735_00750,group_2304
150735_00751,group_927
150735_00752,group_3968
150735_00943,group_1431
150735_00945,group_3156
150735_01015,group_3970
150735_01016,group_1372
150735_01017,group_3971
150735_01018,group_546
150735_01021,group_3157
150735_01022,group_3158
150735_01051,yedQ
150735_01055,group_754
150735_01067,group_235
150735_01074,group_336
150735_01075,group_3973
150735_01076,group_2306
150735_01077,group_3159
150735_01078,group_3160
150735_01117,ybiA
150735_01118,group_3974
150735_01148,group_2308
150735_01149,group_3975
150735_01150,group_3976
150735_01151,group_3977
150735_01152,group_3978
150735_01153,group_3979
150735_01155,group_59
150735_01156,group_3980
150735_01158,group_3981
150735_01306,group_756
150735_01370,group_3982
150735_01371,group_2309
150735_01372,group_3983
150735_01373,group_450
150735_01393,group_3984
150735_01394,group_50
150735_01395,group_51
150735_01396,group_52
150735_01399,group_1056
150735_01402,group_337
150735_01407,group_1149
150735_01423,group_3985
150735_01424,group_3986
150735_01426,group_135
150735_01427,group_3163
150735_01428,group_150
150735_01456,group_8746
150735_01506,group_1190
150735_01543,group_8437
150735_01800,group_8407
150735_01802,group_8210
150735_01804,group_438
150735_01824,group_3165
150735_01851,group_1040
150735_01852,group_2311
150735_01853,group_1191
150735_01856,group_3166
150735_01857,group_1373
150735_01858,group_3987
150735_01859,group_3988
150735_01860,group_2182
150735_01861,group_3167
150735_01894,apxIB_1
150735_01895,group_3990
150735_01896,group_3991
150735_01897,bepC_1
150735_01898,prsE_1
150735_01899,algE5
150735_01900,group_3168
150735_01901,group_1434
150735_01907,group_3994
150735_01908,group_3995
150735_01909,group_3996
150735_01911,group_3997
150735_01915,group_88
150735_02031,group_8568
150735_02082,group_396
150735_02094,group_1333
150735_02142,group_1194
150735_02144,group_887
150735_02147,group_2090
150735_02202,group_562
150735_02203,tdeA
150735_02204,group_3999
150735_02205,macA
150735_02208,group_8790
150735_02229,group_4001
150735_02230,group_4003
150735_02231,group_4005
150735_02232,group_4007
150735_02233,group_3170
150735_02234,group_4009
150735_02235,group_4012
150735_02236,group_4015
150735_02237,group_5306
150735_02238,group_4018
150735_02239,group_4021
150735_02240,group_4024
150735_02241,group_4002
150735_02242,group_4004
150735_02243,group_4006
150735_02244,group_4008
150735_02245,group_3169
150735_02246,group_4010
150735_02247,group_4013
150735_02248,group_4016
150735_02249,group_5307
150735_02250,group_4019
150735_02251,group_4022
150735_02252,group_4023
150735_02253,group_4025
150735_02254,group_4027
150735_02255,group_4029
150735_02256,group_4031
150735_02257,group_4033
150735_02258,group_4035
150735_02259,group_4037
150735_02260,group_4039
150735_02261,zot_1
150735_02262,group_4026
150735_02263,group_4028
150735_02264,group_4030
150735_02265,group_4032
150735_02266,group_4034
150735_02267,group_4036
150735_02268,group_4038
150735_02269,group_4040
150735_02270,zot_2
150735_02356,group_2312
150735_02357,group_4043
150735_02572,group_849
150735_02610,ydhP_2
150735_02612,group_4045
150735_02613,group_1750
150735_02614,group_3174
150735_02615,group_3175
150735_02629,group_536
150735_02663,group_1435
150735_02680,group_547
150735_02684,group_1313
150735_02685,group_357
150735_02686,group_14
150735_02687,group_16
150735_02688,group_4046
150735_02691,group_25
150735_02692,group_4047
150735_02705,group_619
150735_02756,group_1309
150735_02758,group_3176
150735_02775,ygbN
150735_02778,group_353
150735_02779,group_356
150735_02780,group_1436
150735_02786,group_582
150735_02838,group_3177
150735_02839,group_4048
150735_02840,group_4049
150735_02841,group_4050
150735_02842,group_4051
150735_02843,group_4052
150735_02844,apxIB_3
150735_02845,cvaA
150735_02866,ompW
150735_02885,group_2316
150735_02886,group_4055
150735_02887,group_4056
150735_02888,group_4057
150735_02889,group_4058
150735_02890,dncV
150735_02891,group_4060
150735_02912,group_1044
150735_02929,group_3179
150735_02930,group_2317
150735_02931,group_1751
150735_02932,group_2318
150735_02933,rhsC
150735_02934,group_4061
150735_02935,group_4062
150735_02936,group_3180
150735_02937,group_3181
150735_02938,group_1752
150735_02939,group_8452
150735_02940,group_4063
150735_02941,group_4064
150735_02942,group_4065
150735_02943,group_4066
150735_02944,group_4067
150735_02945,group_4068
150735_02946,group_4069
150735_02947,group_4070
150735_02948,group_4071
150735_02949,group_4072
150735_02950,group_3183
150735_02951,group_1047
150735_02952,group_2319
150735_02953,group_1754
150735_02954,group_1756
150735_02955,group_3184
150735_02956,group_1759
150735_02957,group_850
150735_02958,group_3186
150735_02959,group_2322
150735_02960,group_3187
150735_02961,group_3188
150735_02962,group_4073
150735_02963,wapA_1
150735_02964,group_4074
150735_02971,rffH
150735_02972,group_1048
150735_02973,glmM_1
150735_02974,algA
150735_02975,tarA
150735_02976,group_4078
150735_02977,group_4079
150735_02978,group_4080
150735_02979,group_4081
150735_02980,group_4082
150735_02981,group_4083
150735_02982,group_4084
150735_02983,group_4085
150735_02984,group_4086
150735_02985,group_4087
150735_02986,hddC
150735_02987,epsM_1
150735_02988,legI_1
150735_02989,legG
150735_02990,pglE
150735_02991,group_4093
150735_02992,group_4094
150735_02993,group_4095
150735_03056,group_132
150735_03060,group_4096
150735_03061,group_4097
150735_03062,group_4098
150735_03063,group_4099
150735_03064,group_161
150735_03203,mdtN
150735_03204,group_3190
150735_03262,group_4101
150735_03263,group_2313
150735_03264,group_4102
150735_03265,group_4103
150735_03266,group_4104
150735_03267,group_78
150735_03269,group_94
150735_03295,group_4105
150735_03297,group_4106
150735_03298,group_3191
150735_03299,group_3192
150735_03300,group_4107
150735_03301,group_4108
150735_03302,group_4109
150735_03303,flhC
150735_03304,group_4111
150735_03305,group_3193
150735_03306,group_4112
150735_03307,group_2323
150735_03308,group_4113
150735_03309,group_3194
150735_03310,group_2324
150735_03311,group_3195
150735_03312,group_3196
150735_03313,group_2325
150735_03314,group_4114
150735_03315,group_3197
150735_03316,cobS_2
150735_03317,group_3198
150735_03318,group_3199
150735_03319,ssb_2
150735_03320,group_1762
150735_03321,group_3203
150735_03322,ftsH_1
150735_03323,group_4117
150735_03324,group_4118
150735_03325,uvrD_1
150735_03326,group_1440
150735_03327,group_4119
150735_03328,group_1763
150735_03329,group_2326
150735_03330,group_2327
150735_03331,group_5121
150735_03332,dsbC_2
150735_03333,group_3205
150735_03334,group_3206
150735_03335,group_4120
150735_03336,group_4121
150735_03337,group_4122
150735_03338,group_1764
150735_03339,group_4123
150735_03340,group_3207
150735_03341,group_4124
150735_03342,group_3208
150735_03343,group_1765
150735_03344,group_5118
150735_03345,group_1766
150735_03346,group_4125
150735_03347,group_4126
150735_03348,group_4127
150735_03349,group_4128
150735_03350,group_4129
150735_03351,group_3209
150735_03352,group_3210
150735_03353,group_1767
150735_03354,polC_1
150735_03355,lexA_2
150735_03356,dinB1
150735_03357,group_3211
150735_03358,folP_1
150735_03359,neo
150735_03360,group_4132
150735_03361,group_3213
150735_03362,cynR_5
150735_03363,bcr_2
150735_03364,group_4135
150735_03365,group_3214
150735_03366,tetR
150735_03367,tetA
150735_03368,group_3215
150735_03369,group_3212
150735_03370,group_4138
150735_03371,group_1200
150735_03372,group_2330
150735_03373,group_4139
150735_03374,intS_1
150735_03375,group_4140
150735_03376,group_3218
150735_03380,group_1556
150735_03490,group_2331
150735_03493,group_8214
150735_03570,dsbI_2
150735_03571,dsbL_2
150735_03572,assT_2
150735_03573,group_760
150735_03574,group_3221
150735_03623,dsbI_1
150735_03624,dsbL_1
150735_03625,assT_1
150735_03626,group_2457
150735_03627,group_3438
150735_03675,group_8638
150735_03676,group_853
150735_03677,group_225
150735_03679,group_230
150735_03680,group_934
150735_03683,group_8637
150735_03701,group_47
150735_03705,hcpA_1
150735_03751,pqiA
150735_03752,oprM_1
150735_03753,czcA_2
150735_03754,mdtA_1
150735_03755,dmlR_1
150735_03756,group_3225
150735_03758,cat_1
150735_03759,group_246
150735_03763,group_1441
150735_03786,group_679
150735_03787,group_1773
150735_03801,group_1527
150735_03841,group_667
150735_03842,group_4145
150735_03893,group_8331
150735_03894,group_8330
150735_03904,group_4146
150735_03942,group_3226
150735_03984,cysL_1
150735_03985,group_3227
150735_04009,group_234
150735_04022,pcpR
150735_04023,group_2344
150735_04024,group_2339
150735_04025,group_937
150735_04031,group_4148
150735_04069,group_1078
150735_04070,group_475
150735_04076,group_1249
150735_04087,fimA_2
150735_04100,group_4150
150735_04102,group_8208
150735_04104,group_8406
150735_04153,group_4151
150735_04154,group_4152
150735_04155,group_3228
150735_04156,group_4153
150735_04157,group_4154
150735_04158,group_4155
150735_04159,group_4156
150735_04160,group_4157
150735_04162,group_4158
150735_04163,mukB
150735_04164,mukE
150735_04165,mukF
150735_04166,group_4162
150735_04167,group_4163
150735_04168,group_4164
150735_04169,group_4165
150735_04170,group_2341
150735_04172,group_2342
150735_04173,group_4166
150735_04174,group_4167
150735_04175,group_4168
150735_04176,group_4169
150735_04177,group_4170
150735_04204,group_2343
150735_04215,group_1916
150735_04220,group_4171
150735_04266,group_8213
150735_04330,group_8405
150735_04413,group_1051
150735_04423,group_4172
150735_04424,group_4173
150735_04425,group_1776
150735_04426,bioC_1
150735_04456,group_9732
150735_04535,group_184
150735_04537,group_3230
150735_04538,hin_2
150735_04539,taqIM
150735_04540,group_4176
150735_04541,group_4177
150735_04542,group_4178
150735_04543,group_3231
150735_04544,group_4179
150735_04545,group_4180
150735_04546,group_4181
150735_04547,group_4182
150735_04548,group_4183
150735_04549,group_4184
150735_04550,group_4185
150735_04551,group_4186
150735_04552,group_4187
150735_04553,group_4188
150735_04554,group_4189
150735_04555,group_4190
150735_04556,group_4191
150735_04557,group_4192
150735_04558,group_4193
150735_04559,group_4194
150735_04560,group_4195
150735_04561,group_3232
15259_00122,group_147
15259_00123,group_4196
15259_00124,group_4197
15259_00314,group_1201
15259_00360,group_385
15259_00412,group_209
15259_00413,group_208
15259_00415,group_8209
15259_00584,group_3235
15259_00667,group_373
15259_00668,group_4
15259_00669,group_143
15259_00670,group_5
15259_00672,nfi
15259_00714,group_4198
15259_00727,group_4199
15259_00728,group_4200
15259_00806,group_1779
15259_00807,group_1782
15259_00809,group_1445
15259_00810,group_43
15259_00811,group_2426
15259_00812,group_44
15259_00813,group_521
15259_00815,group_41
15259_00834,group_231
15259_00836,group_2337
15259_00837,group_1446
15259_00838,group_525
15259_00839,group_229
15259_00850,group_382
15259_00853,group_530
15259_00980,group_4201
15259_01027,group_4202
15259_01028,group_4203
15259_01029,group_2345
15259_01030,group_3236
15259_01031,group_4204
15259_01032,group_4205
15259_01033,group_855
15259_01034,group_2346
15259_01035,group_1787
15259_01036,group_4206
15259_01037,group_3237
15259_01038,group_3238
15259_01039,group_3239
15259_01040,group_4207
15259_01041,group_4208
15259_01042,group_4209
15259_01043,group_4210
15259_01044,group_4211
15259_01045,group_3240
15259_01046,group_1788
15259_01047,group_2347
15259_01048,traD
15259_01049,traI
15259_01050,group_1202
15259_01051,group_3241
15259_01052,group_1447
15259_01053,group_1448
15259_01054,group_3242
15259_01055,group_1449
15259_01056,group_1789
15259_01057,group_1450
15259_01058,ecoRIIR
15259_01059,group_4212
15259_01060,dcm
15259_01198,group_168
15259_01200,group_91
15259_01201,group_4214
15259_01202,group_4215
15259_01251,group_1790
15259_01263,group_1290
15259_01264,soj_1
15259_01265,group_4217
15259_01266,group_4218
15259_01405,group_3243
15259_01406,group_4219
15259_01407,group_4220
15259_01408,group_4221
15259_01409,group_4222
15259_01410,group_584
15259_01474,group_1451
15259_01476,group_3245
15259_01477,group_4223
15259_01478,group_4224
15259_01479,group_4225
15259_01480,group_4226
15259_01481,group_4227
15259_01482,group_4228
15259_01483,group_4229
15259_01484,group_4230
15259_01485,bshA
15259_01486,hisH_1
15259_01487,hisF_1
15259_01488,group_4234
15259_01489,group_4235
15259_01490,group_4236
15259_01505,group_1758
15259_01506,group_3185
15259_01508,group_1755
15259_01511,group_4237
15259_01512,group_4238
15259_01513,group_4239
15259_01514,arsC_3
15259_01515,arsB
15259_01516,arsA_2
15259_01517,psrA_1
15259_01518,ttrB_3
15259_01519,group_4245
15259_01520,group_4246
15259_01521,arsC_2
15259_01522,arsR1_2
15259_01523,group_4249
15259_01524,group_4250
15259_01525,group_4251
15259_01526,group_4252
15259_01527,gap3_2
15259_01528,group_4254
15259_01529,group_2349
15259_01530,group_1793
15259_01531,group_4255
15259_01532,group_4256
15259_01540,group_4257
15259_01541,fhuA_2
15259_01542,group_3246
15259_01582,intA
15259_01583,group_4259
15259_01604,group_2038
15259_01608,group_681
15259_01628,group_2350
15259_01674,group_3247
15259_01675,dnaG_1
15259_01676,group_4260
15259_01677,group_4261
15259_01678,group_4262
15259_01679,group_4263
15259_01680,group_3248
15259_01681,group_3249
15259_01682,group_3250
15259_01684,group_4264
15259_01685,group_3251
15259_01686,group_4265
15259_01687,group_641
15259_01781,group_3253
15259_01785,group_1312
15259_01788,group_479
15259_01880,group_1596
15259_01929,group_4266
15259_02105,group_4267
15259_02106,group_4268
15259_02194,group_4269
15259_02196,group_4270
15259_02197,group_4271
15259_02199,group_4272
15259_02200,group_4273
15259_02201,group_4274
15259_02202,group_4275
15259_02203,group_4276
15259_02204,group_4277
15259_02205,group_4278
15259_02207,group_4279
15259_02210,group_4280
15259_02211,group_4281
15259_02212,group_4282
15259_02213,group_4283
15259_02214,group_4284
15259_02216,group_4285
15259_02218,group_4286
15259_02287,group_2089
15259_02353,group_3254
